,name,rating,reviews,companytype,numemployee
3268,Bombay Rayon Fashions,3.7,202,Fashion & Textile , 5k-10k Employees 
3269,NTT-Netmagic,4.2,202,IT Services & Consulting , 201-500 Employees 
3270,Mukand,3.7,202,Iron & Steel , 1k-5k Employees 
3271,Al Tasnim Enterprises,3.7,202,Engineering & Construction , 201-500 Employees 
3272,Alchemy Techsol India,3.6,202,IT Services & Consulting , 201-500 Employees 
3273,Arundhati Jewellers,4.6,202,Jewellery , 201-500 Employees 
3274,Cargo Motors,3.8,202,Automobile , 1k-5k Employees 
3275,Andromeda Sales And Distribution,3.1,202,Financial Services , 1k-5k Employees 
3276,RV Solutions,3.8,202,IT Services & Consulting , 201-500 Employees 
3277,L&T Water & Effluent Treatment,4.5,202,Engineering & Construction , 5k-10k Employees 
3278,Onkar Infotech,4.3,202,BPO , 201-500 Employees 
3279,Bajaj Hindusthan,4.0,201,Food Processing , 1k-5k Employees 
3280,Bombay Intelligence Security,3.8,201,Law Enforcement & Security , 51-200 Employees 
3281,e-Zest,3.9,201,IT Services & Consulting , 1k-5k Employees 
3282,Alembic,3.7,201,Pharma , 5k-10k Employees (Global) 
3283,GSPANN Technologies,4.0,201,IT Services & Consulting , 1k-5k Employees 
3284,Indus Net Technologies,3.9,201,IT Services & Consulting , 501-1k Employees 
3285,EMCO,3.9,201,Power , 51-200 Employees 
3286,Cochin Shipyard,4.2,201,Ports & Shipping , 1k-5k Employees 
3287,Western Union,4.1,201,Software Product , 1k-5k Employees 
3288,In Time Tec Visionsoft,4.1,201,IT Services & Consulting , 501-1k Employees 
3289,Eastman Auto & Power,3.9,201,Power , 1k-5k Employees 
3290,VERITY GLOBAL SOLUTIONS,3.3,201,Investment Banking / Venture Capital / Private Equity , 201-500 Employees 
3291,Rochem Separation Systems,3.8,201,Industrial Machinery , 201-500 Employees 
3292,Nippon India Mutual Fund,4.4,201,Financial Services , 1k-5k Employees 
3293,Alkyl Amines,4.2,201,Chemicals , 501-1k Employees 
3294,Classcanyon,4.6,201,Education & Training , 51-200 Employees 
3295,AVL,3.8,200,Automobile , 501-1k Employees 
3296,Bnp Paribas Securities,3.8,200,Financial Services , 10k-50k Employees 
3297,Gujarat Gas,4.3,200,Oil & Gas , 1k-5k Employees 
3298,VSoft Technologies,3.5,200,IT Services & Consulting , 201-500 Employees 
3299,LabCorp,4.1,200,Healthcare , 501-1k Employees 
3300,AVIOM,4.2,200,NBFC , 201-500 Employees 
3301,Ascendum KPS,4.4,200,Analytics & KPO , 1k-5k Employees 
3302,VSoft Technologies,3.5,200,IT Services & Consulting , 201-500 Employees 
3303,Eye-Q Super Speciality Eye Hospitals,3.4,200,Healthcare , 501-1k Employees (Global) 
3304,Cotmac Electronics,4.0,200,Industrial Automation , 501-1k Employees 
3305,Petrofac Engineering India,3.9,200,Petrochemicals , 1k-5k Employees 
3306,Cloud4C,3.5,200,IT Services & Consulting , 501-1k Employees 
3307,Murugappa Group,4.0,200,Agriculture , 10k-50k Employees 
3308,Atul Auto,3.6,200,Automobile , 1k-5k Employees 
3309,NatWest Markets,4.2,199,Banking , 10k-50k Employees 
3310,Springer Nature,3.8,199,Printing & Publishing , 1k-5k Employees 
3311,Dinshaws,3.8,199,Food Processing , 501-1k Employees 
3312,Milkbasket,3.7,199,Internet , 501-1k Employees 
3313,BIC Cello,4.0,199,Other , 1k-5k Employees 
3314,Mas Callnet,2.8,199,BPO , 51-200 Employees 
3315,Lincoln Pharmaceuticals,3.5,199,Pharma , 1k-5k Employees 
3316,Responsive Industries,4.5,199,Building Material , 501-1k Employees 
3317,Emami Paper Mills,4.3,199,Pulp & Paper , 1k-5k Employees 
3318,Sekisui Dljm Molding,3.8,199,Auto Components , 51-200 Employees 
3319,INDIAN PUBLIC SCHOOL,3.7,199,Education & Training , 1k-5k Employees 
3320,BIC Cello,4.0,199,Other , 1k-5k Employees 
3321,Zscaler Softech,3.9,199,Software Product , 1k-5k Employees 
3322,Cordlife Sciences India,4.0,199,Pharma , 201-500 Employees 
3323,GM Modular,3.9,199,Electronics Manufacturing , 501-1k Employees 
3324,Meghalaya Cements,3.9,198,Building Material , 501-1k Employees 
3325,Toshiba Transmission & Distribution Systems,3.9,198,Consumer Electronics & Appliances , 501-1k Employees 
3326,Nuance Transcription Services,4.1,198,IT Services & Consulting , 1k-5k Employees 
3327,IKF Finance,3.9,198,NBFC , 1k-5k Employees 
3328,Orchid Chemicals & Pharmaceuticals,3.7,198,Pharma , 1k-5k Employees 
3329,InfoBeans,3.7,198,IT Services & Consulting , 1k-5k Employees 
3330,GKC Projects,4.1,198,Engineering & Construction , 501-1k Employees 
3331,Metrochem Api,3.5,198,Pharma , 201-500 Employees 
3332,Yashi Consulting Services,4.0,198,Engineering & Construction , 51-200 Employees 
3333,Ador Welding,4.1,198,Industrial Machinery , 501-1k Employees 
3334,Gujarat Alkalies & Chemicals,4.4,198,Chemicals , 1k-5k Employees 
3335,Karamtara Engineering,3.5,198,Engineering & Construction , 501-1k Employees 
3336,BrightCHAMPS,3.5,198,EdTech , 501-1k Employees 
3337,Addverb Technologies,3.4,198,Industrial Automation , 501-1k Employees 
3338,Škoda Auto India,4.2,198,Automobile , 1k-5k Employees 
3339,Metawallah,4.9,198,Internet , 51-200 Employees 
3340,Xtancia Technosoft,4.3,198,Software Product , 51-200 Employees 
3341,RA Chem Pharma,3.9,197,Pharma , 1k-5k Employees 
3342,Tessolve Semiconductor,3.7,197,Semiconductors , 1k-5k Employees 
3343,Hitachi Consulting,4.1,197,IT Services & Consulting , 1k-5k Employees 
3344,Jaipur Rugs,3.9,197,Furniture & Furnishing , 501-1k Employees 
3345,TNT Express,4.5,197,Logistics , 501-1k Employees 
3346,Sterling Oil Exploration & Energy Production,3.8,197,Oil & Gas , 51-200 Employees 
3347,Metro Retail.PVT.LTD.,3.7,197,Retail , 1k-5k Employees 
3348,Calsonic Kansei Motherson Auto Products,3.8,197,Auto Components , 51-200 Employees 
3349,Hindustan Wellness,3.8,196,Healthcare , 501-1k Employees 
3350,TVS Mobility,4.1,196,Automobile , 5k-10k Employees 
3351,MSPL,4.1,196,Metals & Mining , 1k-5k Employees 
3352,STAR,4.2,196,Broadcasting , 1k-5k Employees 
3353,Sundaram Business Services,3.4,196,BPO , 501-1k Employees 
3354,ANZ Operations & Technology,4.3,196,Financial Services , 1k-5k Employees 
3355,S.c Johnson Products,4.0,196,Beauty & Personal Care , 501-1k Employees 
3356,Zee Laboratories,3.1,196,Pharma , 201-500 Employees 
3357,Yakult Danone India,3.7,196,Food Processing , 201-500 Employees 
3358,Bajaj Energy,4.1,196,Power , 201-500 Employees 
3359,FIGMD,3.3,196,IT Services & Consulting , 501-1k Employees 
3360,Sterling Hospitals,4.0,196,Healthcare , 1k-5k Employees 
3361,Nalco water,4.2,196,Waste Management , 1k-5k Employees 
3362,EVRY India,3.8,196,IT Services & Consulting , 1k-5k Employees 
3363,Intelliswift Software,3.8,196,Software Product , 51-200 Employees 
3364,Schneider Electric Infrastructure,4.2,196,Electrical Equipment , 10k-50k Employees 
3365,Belstar Investment and Finance,4.2,196,Investment Banking / Venture Capital / Private Equity , 201-500 Employees 
3366,Samsung Display,3.8,196,Consumer Electronics & Appliances , 201-500 Employees 
3367,Light & Wonder,3.9,196,Gaming , 1k-5k Employees 
3368,GUS Education India,3.2,196,Education & Training , 1k-5k Employees 
3369,CEVA Logistics,3.9,195,Logistics , 1k-5k Employees 
3370,The Indian Hume Pipe Co.,4.1,195,Building Material , 1k-5k Employees 
3371,Sir Ganga Ram Hospital,4.2,195,Healthcare , 201-500 Employees 
3372,VST Industries,4.2,195,FMCG , 501-1k Employees 
3373,Themis Medicare,3.5,195,Pharma , 201-500 Employees 
3374,British Biologicals,3.1,195,Pharma , 501-1k Employees 
3375,Tablets (India),4.0,195,Pharma , 501-1k Employees 
3376,Su-Kam Power Systems,4.1,195,Power , 501-1k Employees 
3377,Hero Electric,4.3,195,Automobile , 501-1k Employees 
3378,Weblink In,3.8,195,IT Services & Consulting , 201-500 Employees 
3379,HSBC Global Banking and Markets,4.1,195,Banking , 10k-50k Employees 
3380,TDS Lithium-Ion Battery,4.1,195,Auto Components , 501-1k Employees 
3381,Prism Johnson Limited - RMC (India) Division,4.1,195,Building Material , 501-1k Employees 
3382,Empower Retirement,3.7,195,Financial Services , 5k-10k Employees (Global) 
3383,AIRBUS,3.7,195,Aviation , 5k-10k Employees 
3384,Burns & McDonnell,4.4,195,Engineering & Construction , 501-1k Employees 
3385,Veeba Food Services,4.3,195,FMCG , 1k-5k Employees 
3386,The Phoenix Mills,3.9,195,Real Estate , 501-1k Employees 
3387,Oceaneering International,4.0,194,Engineering & Construction , 501-1k Employees 
3388,Grupo Antolin,3.6,194,Auto Components , 1k-5k Employees 
3389,Aris Global Software,3.4,194,IT Services & Consulting , 1k-5k Employees 
3390,Country Club India,3.7,194,Hospitality , 5k-10k Employees 
3391,HyScaler,4.7,194,IT Services & Consulting , 51-200 Employees 
3392,Kimberly-Clark,4.4,194,Beauty & Personal Care , 501-1k Employees 
3393,Cameo Corporate Services,3.3,194,BPO , 1k-5k Employees 
3394,OodlesTechnologies,3.0,194,IT Services & Consulting , 501-1k Employees 
3395,Sistema Shyam Teleservices,4.8,194,Telecom , 1k-5k Employees 
3396,Nobel Hygiene,3.6,194,Healthcare , 51-200 Employees 
3397,Indian Metals & Ferro Alloys,4.1,194,Iron & Steel , 1k-5k Employees 
3398,Banswara Syntex,4.1,194,Fashion & Textile , 10k-50k Employees 
3399,Cremica Food Industries,4.0,194,Food Processing , 501-1k Employees 
3400,American Tower Corporation,3.9,194,Telecom , 501-1k Employees 
3401,Bharat Institutions,4.0,194,Education & Training , 201-500 Employees 
3402,S Chand Group,3.9,194,Education & Training , 1k-5k Employees 
3403,Wishfin,4.3,194,Financial Services , 501-1k Employees 
3404,Grupo Antolin,3.6,194,Auto Components , 1k-5k Employees 
3405,AYN InfoTech,4.7,194,IT Services & Consulting , 51-200 Employees 
3406,Sagar Cements,4.3,194,Building Material , 1k-5k Employees 
3407,Shaily Engineering Plastics,3.8,194,Industrial Machinery , 501-1k Employees 
3408,Millennium Engineers & Contractors,3.9,193,Engineering & Construction , 11-50 Employees 
3409,Uae Exchange & Financial Services,3.7,193,FinTech , 501-1k Employees 
3410,Galax E Solutions,3.3,193,IT Services & Consulting , 501-1k Employees 
3411,TIDC India,4.2,193,Industrial Machinery , 5k-10k Employees 
3412,Bluestone.com,3.7,193,Jewellery , 501-1k Employees 
3413,University of Petroleum & Energy Studies,3.7,193,Education & Training , 501-1k Employees 
3414,ISMT,3.5,193,Iron & Steel , 1k-5k Employees 
3415,IIT Madras,4.3,193,Education & Training , 1k-5k Employees 
3416,Aptean,3.4,193,IT Services & Consulting , 501-1k Employees 
3417,Hays Business Solutions,4.0,193,Recruitment , 501-1k Employees 
3418,Sun TV Network,3.9,193,Media & Entertainment , 1k-5k Employees 
3419,Elcamino Software,3.0,193,BPO , 201-500 Employees 
3420,Millennium Engineers & Contractors,3.9,193,Engineering & Construction , 11-50 Employees 
3421,Elcamino Software,3.0,193,BPO , 201-500 Employees 
3422,Elin Appliances,4.1,193,Consumer Electronics & Appliances , 51-200 Employees 
3423,Galax E Solutions,3.3,193,IT Services & Consulting , 501-1k Employees 
3424,Hyundai Heavy Industries,3.9,193,201-500 Employees , Public 
3425,Dalmia-OCL,3.7,193,Building Material , 501-1k Employees (Global) 
3426,Basicfirst Learning,3.5,193,EdTech , 51-200 Employees 
3427,Hindustan Field Services,4.4,193,Retail , 501-1k Employees 
3428,Garware Technical Fibres,3.8,193,Fashion & Textile , 201-500 Employees 
3429,Damco Solutions,3.2,193,IT Services & Consulting , 501-1k Employees 
3430,Mkc Infrastructure,3.3,192,Engineering & Construction , 201-500 Employees 
3431,Sequel Logistics,4.1,192,Logistics , 501-1k Employees 
3432,ZIM Laboratories,3.6,192,Pharma , 1k-5k Employees 
3433,Groz Engineering Tools,4.1,192,Industrial Machinery , 1k-5k Employees 
3434,Globus Stores,3.9,192,Retail , 501-1k Employees 
3435,Emirates Airlines,3.8,192,Aviation , 1k-5k Employees 
3436,Lipi Data Systems,3.7,192,Printing & Publishing , 501-1k Employees 
3437,CSC Global,3.6,192,IT Services & Consulting , 1k-5k Employees 
3438,Sonata Finance,3.9,192,Financial Services , 51-200 Employees 
3439,AppInventiv Technologies,3.7,192,IT Services & Consulting , 501-1k Employees 
3440,Government of Maharashtra,4.2,192,Government , 1k-5k Employees (Global) 
3441,Madhucon Projects,3.2,192,Engineering & Construction , 1k-5k Employees 
3442,Recipharm Pharmaservices,3.9,192,Pharma , 11-50 Employees 
3443,Al Ahleia Switchgear,3.4,192,Industrial Machinery , 1k-5k Employees 
3444,ESIC HOSPITAL,3.8,192,Healthcare , 201-500 Employees 
3445,Mkc Infrastructure,3.3,192,Engineering & Construction , 201-500 Employees 
3446,Emirates Airlines,3.8,192,Aviation , 1k-5k Employees 
3447,Technotask Business Solutions,3.3,192,BPO , 5k-10k Employees 
3448,MediBuddy,3.1,192,Healthcare , 1k-5k Employees 
3449,Cadence Design Systems,4.2,192,IT Services & Consulting , 1k-5k Employees 
3450,Qwik Supply Chain,3.4,192,1k-5k Employees , Jaipur +87 more
3451,Samarth LifeSciences,3.3,191,Pharma , 501-1k Employees 
3452,Toshiba,4.2,191,Industrial Machinery , 201-500 Employees 
3453,Navata Road Transport,3.6,191,Logistics , 1k-5k Employees 
3454,Kuwait Oil Company,4.4,191,Oil & Gas , 5k-10k Employees (Global) 
3455,Pepe Jeans,4.4,191,Fashion & Textile , 51-200 Employees 
3456,Micro Plastics,3.6,191,Petrochemicals , 501-1k Employees 
3457,Mitsui O.S.K. Lines,3.9,191,Ports & Shipping , 51-200 Employees 
3458,Arya Omnitalk,4.2,191,Electronics Manufacturing , 501-1k Employees 
3459,Talwalkars Better value Fitness,3.9,191,Fitness & Wellness , 201-500 Employees 
3460,Bellsonica Auto Component,3.9,191,Auto Components , 201-500 Employees 
3461,Unibic Foods,4.0,190,Food Processing , 501-1k Employees 
3462,Fourrts,3.8,190,Pharma , 1k-5k Employees 
3463,Nippon Koei India,4.7,190,Engineering & Construction , 501-1k Employees 
3464,Bony Polymers,3.9,190,Auto Components , 201-500 Employees 
3465,Bal Pharma,3.5,190,Pharma , 1k-5k Employees 
3466,Amrita Institute of Medical Sciences and Research,4.1,190,Healthcare , 5k-10k Employees 
3467,Anunta Technology Management Services,3.6,190,IT Services & Consulting , 201-500 Employees 
3468,Data-Core Systems,3.4,190,IT Services & Consulting , 201-500 Employees 
3469,LM Wind Power,3.9,190,Power , 51-200 Employees 
3470,Drydocks World Dubai,4.2,190,Ports & Shipping , 1k-5k Employees 
3471,Vyom Labs,3.3,190,IT Services & Consulting , 501-1k Employees 
3472,Ratnamani Metals and Tubes,4.2,190,Building Material , 1k-5k Employees 
3473,LiquidHub,3.8,190,IT Services & Consulting , 1k-5k Employees 
3474,TCL,3.9,190,Consumer Electronics & Appliances , 51-200 Employees 
3475,Vaibhav Global,3.5,190,Jewellery , 1k-5k Employees 
3476,Prolifics Corporation,3.7,190,IT Services & Consulting , 501-1k Employees 
3477,Propertypistol Realty,3.1,190,Real Estate , 501-1k Employees 
3478,PARAGON POLYMER PRODUCTS,4.0,190,Fashion & Textile , 1k-5k Employees 
3479,Stellantis,3.4,190,1k-5k Employees , Chennai +7 more
3480,Synergy Property Development Services,3.7,190,Real Estate , 201-500 Employees 
3481,ATC Telecom Infrastructure,4.1,190,Telecom , 201-500 Employees 
3482,Spice Money,4.1,190,Financial Services , 501-1k Employees 
3483,Pitney Bowes,4.1,190,IT Services & Consulting , 501-1k Employees 
3484,Indo German Tool Room,4.0,189,Government , 51-200 Employees 
3485,Arabtec Construction,4.5,189,Engineering & Construction , 201-500 Employees 
3486,Rupa,3.8,189,Fashion & Textile , 1k-5k Employees 
3487,Shyam Indus Power Solutions,3.6,189,Power , 1k-5k Employees 
3488,Festo,4.0,189,Industrial Automation , 501-1k Employees 
3489,Oil India,4.3,189,Oil & Gas , 5k-10k Employees 
3490,Padmini VNA Mechatronics,4.2,189,Auto Components , 501-1k Employees 
3491,Autometers Alliance,4.3,189,Semiconductors , 501-1k Employees 
3492,MTR Foods,4.2,189,Food Processing , 1k-5k Employees 
3493,SPRINKLR,3.2,189,Software Product , 1k-5k Employees 
3494,Prabhat Dairy,3.9,189,FMCG , 201-500 Employees 
3495,Gaja Engineering,4.1,189,Engineering & Construction , 201-500 Employees 
3496,Zovian Technologies,4.9,189,IT Services & Consulting , 1-10 Employees 
3497,Finova Capital,4.1,189,NBFC , 1k-5k Employees 
3498,Modi Mundi Pharma,3.9,189,Pharma , 201-500 Employees 
3499,Hummingwave Technologies,4.9,189,IT Services & Consulting , 11-50 Employees 
3500,IndustryBuying.com,3.2,189,Import & Export , 51-200 Employees 
3501,Mobius Knowledge Services,3.6,189,Printing & Publishing , 1k-5k Employees 
3502,H&R Block,4.3,188,IT Services & Consulting , 501-1k Employees 
3503,NTPC GE Power Services,3.4,188,Oil & Gas , 51-200 Employees 
3504,Zamil Air Conditioners,4.0,188,Consumer Electronics & Appliances , 201-500 Employees 
3505,Trelleborg,4.1,188,Industrial Machinery , 51-200 Employees 
3506,NGA HR,3.9,188,BPO , 1k-5k Employees 
3507,Big C,4.0,188,1k-5k Employees , 21 years old 
3508,Popular Vehicles and Services,4.2,188,Automobile , 1k-5k Employees 
3509,Speridian Technologies,3.7,188,IT Services & Consulting , 1k-5k Employees 
3510,ecare India,3.6,188,BPO , 1k-5k Employees 
3511,Van Heusen,4.2,188,Fashion & Textile , 51-200 Employees 
3512,Namaste India Foods,3.9,188,Food Processing , 11-50 Employees 
3513,Visa,4.0,188,FinTech , 1k-5k Employees 
3514,Saregama India,4.0,188,Media & Entertainment , 201-500 Employees 
3515,MNC Group,4.2,188,Investment Banking / Venture Capital / Private Equity , 1 Lakh+ Employees (Global) 
3516,Jade Global,3.7,188,IT Services & Consulting , 1k-5k Employees 
3517,Network 18,3.9,188,Media & Entertainment , 501-1k Employees 
3518,TestingXperts,4.1,188,IT Services & Consulting , 501-1k Employees 
3519,Moon Beverages,3.8,188,Beverage , 51-200 Employees 
3520,Coolberg Beverages,3.6,188,Beverage , 201-500 Employees 
3521,Cashpor Micro Credit,3.7,188,NBFC , 1k-5k Employees 
3522,Hinduja Group,4.1,188,Automobile , 1 Lakh+ Employees 
3523,Honda India Power Products,4.2,188,Industrial Machinery , 1k-5k Employees 
3524,Mahle Anand Thermal Systems,4.3,188,201-500 Employees , Pune +6 more
3525,DEC Infra,3.5,188,Real Estate , 201-500 Employees 
3526,ShortHills Tech,4.6,188,IT Services & Consulting , 51-200 Employees 
3527,Foundit,3.6,188,Hyderabad/Secunderabad +13 more,
3528,Bhavani Industries,3.7,187,Industrial Machinery , 201-500 Employees (Global) 
3529,Adani Gas,3.5,187,Oil & Gas , 201-500 Employees 
3530,Securens System,3.7,187,Law Enforcement & Security , 201-500 Employees 
3531,Asia-Pacific Institute of Management,4.5,187,Education & Training , 51-200 Employees 
3532,Polyplex,4.3,187,Chemicals / Agri Inputs , 1k-5k Employees 
3533,SAR Group,4.1,187,Facility Management Services , 51-200 Employees 
3534,Sears Holdings,3.9,187,Retail , 501-1k Employees 
3535,Rajasthan Patrika,3.1,187,Broadcasting , 1k-5k Employees 
3536,Box8,3.4,187,Hospitality , 1k-5k Employees 
3537,Weddingz.in,3.3,187,Internet , 501-1k Employees 
3538,Hicare Services,3.9,187,501-1k Employees , 20 years old 
3539,Himadri Speciality Chemical,3.8,187,Chemicals , 1k-5k Employees 
3540,Sterling Talent Solutions,3.8,187,Internet , 1k-5k Employees 
3541,Creative Hands HR Consultancy,3.8,187,Recruitment , 51-200 Employees (Global) 
3542,Amentum,4.4,187,Defence & Aerospace , 51-200 Employees 
3543,CES,3.8,187,IT Services & Consulting , 1k-5k Employees 
